year,origin,destin,id,dist,passen,fare,bmktshr,concen
1997,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1019,240,0.4337,0.4337
1998,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1207,203,0.4163,0.4163
1999,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1400,200,0.3901,0.3901
2000,"NEW ORLEANS, LA","NEW YORK, NY",922,1168,1520,219,0.3851,0.3851
1997,"NEW ORLEANS, LA","ORLANDO, FL",923,550,499,79,0.8705,0.8705
1998,"NEW ORLEANS, LA","ORLANDO, FL",923,550,525,88,0.8877,0.8877
1999,"NEW ORLEANS, LA","ORLANDO, FL",923,550,524,86,0.9018,0.9018
2000,"NEW ORLEANS, LA","ORLANDO, FL",923,550,734,96,0.7443,0.7443
1997,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,401,190,0.6747,0.6747
1998,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,423,181,0.6762,0.6762
1999,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,482,170,0.7098,0.7098
2000,"NEW ORLEANS, LA","PHILADELPHIA, PA",924,1088,501,178,0.677,0.677
1997,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,229,161,0.5721,0.5721
1998,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,222,173,0.6049,0.6049
1999,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,254,179,0.5985,0.5985
2000,"NEW ORLEANS, LA","PHOENIX, AZ",925,1302,276,171,0.4945,0.4945
1997,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,156,136,0.7255,0.7255
1998,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,143,169,0.8507,0.8507
1999,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,146,155,0.8211,0.8211
2000,"NEW ORLEANS, LA","SALT LAKE CITY, UT",926,1429,161,159,0.7481,0.7481
1997,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,282,98,0.6611,0.6611
1998,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,264,110,0.67,0.67
1999,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,277,104,0.6761,0.6761
2000,"NEW ORLEANS, LA","SAN ANTONIO, TX",927,495,283,109,0.6787,0.6787
1997,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,196,181,0.2199,0.2199
1998,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,192,193,0.2288,0.2288
1999,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,224,180,0.2465,0.2465
2000,"NEW ORLEANS, LA","SAN DIEGO, CA",928,1601,294,170,0.5764,0.5764
1997,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,340,236,0.4232,0.4232
1998,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,387,218,0.5235,0.5235
1999,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,413,202,0.4581,0.4581
2000,"NEW ORLEANS, LA","SAN FRANCISCO, CA",929,1912,515,210,0.4482,0.4482
1997,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,183,212,0.2724,0.2724
1998,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,207,207,0.2528,0.2528
1999,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,267,180,0.2179,0.2179
2000,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,243,213,0.222,0.222
1997,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,298,140,0.7664,0.7664
1998,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,308,159,0.7589,0.7589
1999,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,310,175,0.7421,0.7421
2000,"NEW ORLEANS, LA","ST. LOUIS, MO",931,604,315,187,0.6896,0.6896
1997,"NEW ORLEANS, LA","TAMPA, FL",932,487,484,85,0.6745,0.6745
1998,"NEW ORLEANS, LA","TAMPA, FL",932,487,478,94,0.8173,0.8173
1999,"NEW ORLEANS, LA","TAMPA, FL",932,487,539,93,0.7947,0.7947
2000,"NEW ORLEANS, LA","TAMPA, FL",932,487,524,97,0.8423001,0.8423001
1997,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,629,166,0.5039,0.5039
1998,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,656,149,0.3965,0.3965
1999,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,711,157,0.464,0.464
2000,"NEW ORLEANS, LA","WASHINGTON, DC",933,969,645,178,0.4852,0.4852
1997,"NEW YORK, NY","NORFOLK, VA",934,296,606,147,0.4192,0.4192
1998,"NEW YORK, NY","NORFOLK, VA",934,296,528,168,0.5268,0.5268
1999,"NEW YORK, NY","NORFOLK, VA",934,296,509,176,0.4959,0.4959
2000,"NEW YORK, NY","NORFOLK, VA",934,296,524,182,0.4217,0.4217
1997,"NEW YORK, NY","OAKLAND, CA",935,2569,92,381,0.5748,0.5748
1998,"NEW YORK, NY","OAKLAND, CA",935,2569,86,451,0.5537,0.5537
1999,"NEW YORK, NY","OAKLAND, CA",935,2569,94,409,0.493,0.493
2000,"NEW YORK, NY","OAKLAND, CA",935,2569,468,294,0.4967,0.4967
1997,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,211,226,0.316,0.316
1998,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,194,244,0.3173,0.3173
1999,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,189,279,0.2941,0.2941
2000,"NEW YORK, NY","OKLAHOMA CITY, OK",936,1338,192,292,0.3041,0.3041
1997,"NEW YORK, NY","OMAHA, NE",937,1137,244,275,0.3338,0.3338
1998,"NEW YORK, NY","OMAHA, NE",937,1137,264,259,0.3431,0.3431
1999,"NEW YORK, NY","OMAHA, NE",937,1137,263,246,0.3302,0.3302
2000,"NEW YORK, NY","OMAHA, NE",937,1137,248,270,0.3092,0.3092
1997,"NEW YORK, NY","ONTARIO, CA",938,2425,126,305,0.2208,0.2208
1998,"NEW YORK, NY","ONTARIO, CA",938,2425,139,303,0.2801,0.2801
1999,"NEW YORK, NY","ONTARIO, CA",938,2425,145,317,0.2839,0.2839
2000,"NEW YORK, NY","ONTARIO, CA",938,2425,362,232,0.6172,0.6172
1997,"NEW YORK, NY","ORLANDO, FL",939,945,5367,135,0.4349,0.4349
1998,"NEW YORK, NY","ORLANDO, FL",939,945,5582,132,0.4146,0.4146
1999,"NEW YORK, NY","ORLANDO, FL",939,945,6368,122,0.4361,0.4361
2000,"NEW YORK, NY","ORLANDO, FL",939,945,7365,121,0.3749,0.3749
1997,"NEW YORK, NY","PHOENIX, AZ",940,2143,1788,294,0.3874,0.3874
1998,"NEW YORK, NY","PHOENIX, AZ",940,2143,1575,310,0.3935,0.3935
1999,"NEW YORK, NY","PHOENIX, AZ",940,2143,1702,296,0.3301,0.3301
2000,"NEW YORK, NY","PHOENIX, AZ",940,2143,1679,355,0.31,0.31
1997,"NEW YORK, NY","PITTSBURGH, PA",941,330,1518,180,0.7284,0.7284
1998,"NEW YORK, NY","PITTSBURGH, PA",941,330,1499,187,0.7567,0.7567
1999,"NEW YORK, NY","PITTSBURGH, PA",941,330,1494,195,0.7192,0.7192
2000,"NEW YORK, NY","PITTSBURGH, PA",941,330,1504,203,0.7553,0.7553
1997,"NEW YORK, NY","PORTLAND, ME",942,284,143,178,0.5919,0.5919
1998,"NEW YORK, NY","PORTLAND, ME",942,284,145,170,0.9215,0.9215
1999,"NEW YORK, NY","PORTLAND, ME",942,284,146,191,0.807,0.807
2000,"NEW YORK, NY","PORTLAND, ME",942,284,266,209,0.3606,0.3606
1997,"NEW YORK, NY","PORTLAND, OR",943,2453,502,337,0.2418,0.2418
1998,"NEW YORK, NY","PORTLAND, OR",943,2453,608,281,0.3025,0.3025
1999,"NEW YORK, NY","PORTLAND, OR",943,2453,609,332,0.2512,0.2512
2000,"NEW YORK, NY","PORTLAND, OR",943,2453,577,376,0.2843,0.2843
1997,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1652,165,0.4424,0.4424
1998,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1676,168,0.4641,0.4641
1999,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,1829,164,0.3252,0.3252
2000,"NEW YORK, NY","RALEIGH/DURHAM, NC",944,427,2021,154,0.4023,0.4023
1997,"NEW YORK, NY","RENO, NV",945,2406,134,293,0.3077,0.3077
1998,"NEW YORK, NY","RENO, NV",945,2406,139,272,0.3289,0.3289
1999,"NEW YORK, NY","RENO, NV",945,2406,142,297,0.2135,0.2135
2000,"NEW YORK, NY","RENO, NV",945,2406,153,298,0.2585,0.2585
1997,"NEW YORK, NY","RICHMOND, VA",946,292,566,215,0.5252,0.5252
1998,"NEW YORK, NY","RICHMOND, VA",946,292,514,211,0.5545,0.5545
1999,"NEW YORK, NY","RICHMOND, VA",946,292,537,224,0.5713,0.5713
2000,"NEW YORK, NY","RICHMOND, VA",946,292,632,211,0.4012,0.4012
1997,"NEW YORK, NY","ROCHESTER, NY",947,254,768,138,0.6643,0.6643
1998,"NEW YORK, NY","ROCHESTER, NY",947,254,678,129,0.6266,0.6266
1999,"NEW YORK, NY","ROCHESTER, NY",947,254,661,144,0.6562001,0.6562001
2000,"NEW YORK, NY","ROCHESTER, NY",947,254,1308,100,0.4933,0.4933
1997,"NEW YORK, NY","SACRAMENTO, CA",948,2512,200,362,0.3567,0.3567
1998,"NEW YORK, NY","SACRAMENTO, CA",948,2512,195,351,0.5031,0.5031
1999,"NEW YORK, NY","SACRAMENTO, CA",948,2512,212,352,0.4523,0.4523
2000,"NEW YORK, NY","SACRAMENTO, CA",948,2512,257,344,0.359,0.359
1997,"NEW YORK, NY","SALT LAKE CITY, UT",949,1982,510,305,0.4334,0.4334
1998,"NEW YORK, NY","SALT LAKE CITY, UT",949,1982,604,284,0.5275,0.5275
1999,"NEW YORK, NY","SALT LAKE CITY, UT",949,1982,562,301,0.5568,0.5568
2000,"NEW YORK, NY","SALT LAKE CITY, UT",949,1982,692,287,0.5749,0.5749
1997,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,567,250,0.4408,0.4408
1998,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,482,263,0.4446,0.4446
1999,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,494,301,0.4455,0.4455
2000,"NEW YORK, NY","SAN ANTONIO, TX",950,1574,505,318,0.4765,0.4765
1997,"NEW YORK, NY","SAN DIEGO, CA",951,2426,1025,342,0.3029,0.3029
1998,"NEW YORK, NY","SAN DIEGO, CA",951,2426,1188,318,0.3515,0.3515
1999,"NEW YORK, NY","SAN DIEGO, CA",951,2426,1242,335,0.3463,0.3463
2000,"NEW YORK, NY","SAN DIEGO, CA",951,2426,1265,383,0.318,0.318
1997,"NEW YORK, NY","SAN FRANCISCO, CA",952,2577,5034,392,0.3816,0.3816
1998,"NEW YORK, NY","SAN FRANCISCO, CA",952,2577,5455,365,0.403,0.403
1999,"NEW YORK, NY","SAN FRANCISCO, CA",952,2577,5713,404,0.3942,0.3942
2000,"NEW YORK, NY","SAN FRANCISCO, CA",952,2577,5161,477,0.3697,0.3697
1997,"NEW YORK, NY","SAN JOSE, CA",953,2565,210,427,0.318,0.318
1998,"NEW YORK, NY","SAN JOSE, CA",953,2565,398,341,0.5272,0.5272
1999,"NEW YORK, NY","SAN JOSE, CA",953,2565,627,368,0.4559,0.4559
2000,"NEW YORK, NY","SAN JOSE, CA",953,2565,808,458,0.4296,0.4296
1997,"NEW YORK, NY","SANTA ANA, CA",954,2434,399,394,0.344,0.344
1998,"NEW YORK, NY","SANTA ANA, CA",954,2434,575,312,0.4919,0.4919
1999,"NEW YORK, NY","SANTA ANA, CA",954,2434,616,361,0.4854,0.4854
2000,"NEW YORK, NY","SANTA ANA, CA",954,2434,667,401,0.4142,0.4142
1997,"NEW YORK, NY","SARASOTA, FL",955,1034,431,168,0.526,0.526
1998,"NEW YORK, NY","SARASOTA, FL",955,1034,413,169,0.5742,0.5742
1999,"NEW YORK, NY","SARASOTA, FL",955,1034,389,173,0.6083,0.6083
2000,"NEW YORK, NY","SARASOTA, FL",955,1034,342,172,0.5551,0.5551
1997,"NEW YORK, NY","SAVANNAH, GA",956,713,364,164,0.3351,0.3351
1998,"NEW YORK, NY","SAVANNAH, GA",956,713,438,147,0.3649,0.3649
1999,"NEW YORK, NY","SAVANNAH, GA",956,713,416,158,0.3339,0.3339
2000,"NEW YORK, NY","SAVANNAH, GA",956,713,521,139,0.3472,0.3472
1997,"NEW YORK, NY","SEATTLE, WA",957,2402,994,381,0.3146,0.3146
1998,"NEW YORK, NY","SEATTLE, WA",957,2402,1191,326,0.3459,0.3459
1999,"NEW YORK, NY","SEATTLE, WA",957,2402,1200,375,0.3147,0.3147
2000,"NEW YORK, NY","SEATTLE, WA",957,2402,1287,416,0.3268,0.3268
1997,"NEW YORK, NY","ST. LOUIS, MO",958,882,1145,271,0.6903,0.6903
1998,"NEW YORK, NY","ST. LOUIS, MO",958,882,1212,273,0.7275,0.7275
1999,"NEW YORK, NY","ST. LOUIS, MO",958,882,1163,294,0.664,0.664
2000,"NEW YORK, NY","ST. LOUIS, MO",958,882,1198,310,0.6530001,0.6530001
1997,"NEW YORK, NY","SYRACUSE, NY",959,198,435,141,0.619,0.619
1998,"NEW YORK, NY","SYRACUSE, NY",959,198,363,138,0.5961,0.5961
1999,"NEW YORK, NY","SYRACUSE, NY",959,198,320,155,0.6221,0.6221
2000,"NEW YORK, NY","SYRACUSE, NY",959,198,373,161,0.6725,0.6725
1997,"NEW YORK, NY","TAMPA, FL",960,998,2770,160,0.3847,0.3847
1998,"NEW YORK, NY","TAMPA, FL",960,998,2781,156,0.3328,0.3328
1999,"NEW YORK, NY","TAMPA, FL",960,998,3232,143,0.3336,0.3336
2000,"NEW YORK, NY","TAMPA, FL",960,998,3914,130,0.2587,0.2587
1997,"NEW YORK, NY","TUCSON, AZ",961,2126,286,300,0.36,0.36
1998,"NEW YORK, NY","TUCSON, AZ",961,2126,318,271,0.3925,0.3925
1999,"NEW YORK, NY","TUCSON, AZ",961,2126,325,267,0.3068,0.3068
2000,"NEW YORK, NY","TUCSON, AZ",961,2126,305,295,0.3152,0.3152
1997,"NEW YORK, NY","TULSA, OK",962,1226,200,245,0.4455,0.4455
1998,"NEW YORK, NY","TULSA, OK",962,1226,201,263,0.4335,0.4335
1999,"NEW YORK, NY","TULSA, OK",962,1226,159,323,0.4207,0.4207
2000,"NEW YORK, NY","TULSA, OK",962,1226,185,321,0.3746,0.3746
1997,"NEW YORK, NY","WASHINGTON, DC",963,214,5676,133,0.4501,0.4501
1998,"NEW YORK, NY","WASHINGTON, DC",963,214,5937,129,0.4694,0.4694
1999,"NEW YORK, NY","WASHINGTON, DC",963,214,6342,127,0.4002,0.4002
2000,"NEW YORK, NY","WASHINGTON, DC",963,214,5889,133,0.3904,0.3904
1997,"NEW YORK, NY","WEST PALM BEACH, FL",964,1024,3879,154,0.3134,0.3134
1998,"NEW YORK, NY","WEST PALM BEACH, FL",964,1024,4043,149,0.2989,0.2989
1999,"NEW YORK, NY","WEST PALM BEACH, FL",964,1024,3768,160,0.318,0.318
2000,"NEW YORK, NY","WEST PALM BEACH, FL",964,1024,4273,144,0.3133,0.3133
1997,"NEWBURGH, NY","ORLANDO, FL",965,991,263,120,0.6323,0.6323
1998,"NEWBURGH, NY","ORLANDO, FL",965,991,100,134,0.6754,0.6754
1999,"NEWBURGH, NY","ORLANDO, FL",965,991,105,134,0.5021,0.5021
2000,"NEWBURGH, NY","ORLANDO, FL",965,991,68,140,0.6965,0.6965
1997,"NEWBURGH, NY","RALEIGH/DURHAM, NC",966,463,167,156,0.8988,0.8988
1998,"NEWBURGH, NY","RALEIGH/DURHAM, NC",966,463,162,181,0.9288,0.9288
1999,"NEWBURGH, NY","RALEIGH/DURHAM, NC",966,463,201,158,0.5452,0.5452
2000,"NEWBURGH, NY","RALEIGH/DURHAM, NC",966,463,151,146,0.9705001,0.9705001
1997,"NORFOLK, VA","ORLANDO, FL",967,656,235,120,0.4058,0.4058
1998,"NORFOLK, VA","ORLANDO, FL",967,656,190,123,0.6407,0.6407
1999,"NORFOLK, VA","ORLANDO, FL",967,656,200,132,0.519,0.519
2000,"NORFOLK, VA","ORLANDO, FL",967,656,225,124,0.4659,0.4659
1997,"NORFOLK, VA","SAN DIEGO, CA",968,2334,159,263,0.4182,0.4182
1998,"NORFOLK, VA","SAN DIEGO, CA",968,2334,160,257,0.3417,0.3417
1999,"NORFOLK, VA","SAN DIEGO, CA",968,2334,173,263,0.3664,0.3664
2000,"NORFOLK, VA","SAN DIEGO, CA",968,2334,195,273,0.4431,0.4431
1997,"OAKLAND, CA","ONTARIO, CA",969,361,1523,64,0.9896,0.9896
1998,"OAKLAND, CA","ONTARIO, CA",969,361,1615,70,0.9771,0.9771
1999,"OAKLAND, CA","ONTARIO, CA",969,361,1756,72,0.9758999,0.9758999
2000,"OAKLAND, CA","ONTARIO, CA",969,361,1745,80,0.9773,0.9773
1997,"OAKLAND, CA","PHOENIX, AZ",970,646,968,91,0.6485,0.6485
1998,"OAKLAND, CA","PHOENIX, AZ",970,646,968,103,0.6762,0.6762
1999,"OAKLAND, CA","PHOENIX, AZ",970,646,1105,98,0.6707,0.6707
2000,"OAKLAND, CA","PHOENIX, AZ",970,646,1118,114,0.6652,0.6652
1997,"OAKLAND, CA","PORTLAND, OR",971,543,999,79,0.5387,0.5387
1998,"OAKLAND, CA","PORTLAND, OR",971,543,1013,84,0.5788,0.5788
1999,"OAKLAND, CA","PORTLAND, OR",971,543,1212,76,0.5458,0.5458
2000,"OAKLAND, CA","PORTLAND, OR",971,543,1270,89,0.5529,0.5529
1997,"OAKLAND, CA","RENO, NV",972,180,547,54,0.9929,0.9929
1998,"OAKLAND, CA","RENO, NV",972,180,531,60,0.9896,0.9896
1999,"OAKLAND, CA","RENO, NV",972,180,543,58,0.99,0.99
2000,"OAKLAND, CA","RENO, NV",972,180,518,65,0.9901,0.9901
1997,"OAKLAND, CA","SALT LAKE CITY, UT",973,588,656,81,0.5519,0.5519
1998,"OAKLAND, CA","SALT LAKE CITY, UT",973,588,542,95,0.9894,0.9894
1999,"OAKLAND, CA","SALT LAKE CITY, UT",973,588,658,91,0.9899,0.9899
2000,"OAKLAND, CA","SALT LAKE CITY, UT",973,588,680,98,0.9859,0.9859
1997,"OAKLAND, CA","SAN DIEGO, CA",974,446,1695,66,0.9809,0.9809
1998,"OAKLAND, CA","SAN DIEGO, CA",974,446,1831,73,0.9703,0.9703
1999,"OAKLAND, CA","SAN DIEGO, CA",974,446,1922,80,0.9576,0.9576
2000,"OAKLAND, CA","SAN DIEGO, CA",974,446,2063,87,0.9454,0.9454
1997,"OAKLAND, CA","SANTA ANA, CA",975,371,1857,72,0.6548001,0.6548001
1998,"OAKLAND, CA","SANTA ANA, CA",975,371,1936,79,0.6624,0.6624
1999,"OAKLAND, CA","SANTA ANA, CA",975,371,2060,80,0.6185,0.6185
2000,"OAKLAND, CA","SANTA ANA, CA",975,371,2153,88,0.6165,0.6165
1997,"OAKLAND, CA","SEATTLE, WA",976,671,1572,81,0.6082,0.6082
1998,"OAKLAND, CA","SEATTLE, WA",976,671,1533,85,0.6482,0.6482
1999,"OAKLAND, CA","SEATTLE, WA",976,671,1918,80,0.5962,0.5962
2000,"OAKLAND, CA","SEATTLE, WA",976,671,1957,97,0.5578,0.5578
1997,"OAKLAND, CA","SPOKANE, WA",977,724,201,86,0.7787001,0.7787001
1998,"OAKLAND, CA","SPOKANE, WA",977,724,192,96,0.7879,0.7879
1999,"OAKLAND, CA","SPOKANE, WA",977,724,243,84,0.7989,0.7989
2000,"OAKLAND, CA","SPOKANE, WA",977,724,240,104,0.7972,0.7972
1997,"OAKLAND, CA","TUCSON, AZ",978,748,248,99,0.7959,0.7959
1998,"OAKLAND, CA","TUCSON, AZ",978,748,262,113,0.7665,0.7665
1999,"OAKLAND, CA","TUCSON, AZ",978,748,222,115,0.5908,0.5908
2000,"OAKLAND, CA","TUCSON, AZ",978,748,227,126,0.6361,0.6361
1997,"OKLAHOMA CITY, OK","ORLANDO, FL",979,1071,162,142,0.2661,0.2661
1998,"OKLAHOMA CITY, OK","ORLANDO, FL",979,1071,145,159,0.2172,0.2172
1999,"OKLAHOMA CITY, OK","ORLANDO, FL",979,1071,169,164,0.2799,0.2799
2000,"OKLAHOMA CITY, OK","ORLANDO, FL",979,1071,168,167,0.2343,0.2343
1997,"OKLAHOMA CITY, OK","PHOENIX, AZ",980,833,275,130,0.7463,0.7463
1998,"OKLAHOMA CITY, OK","PHOENIX, AZ",980,833,256,150,0.8148,0.8148
1999,"OKLAHOMA CITY, OK","PHOENIX, AZ",980,833,263,153,0.7875,0.7875
2000,"OKLAHOMA CITY, OK","PHOENIX, AZ",980,833,263,162,0.8082,0.8082
1997,"OKLAHOMA CITY, OK","SAN ANTONIO, TX",981,407,189,102,0.7216001,0.7216001
1998,"OKLAHOMA CITY, OK","SAN ANTONIO, TX",981,407,172,109,0.785,0.785
1999,"OKLAHOMA CITY, OK","SAN ANTONIO, TX",981,407,178,108,0.638,0.638
2000,"OKLAHOMA CITY, OK","SAN ANTONIO, TX",981,407,163,115,0.7826,0.7826
1997,"OKLAHOMA CITY, OK","SEATTLE, WA",982,1522,132,174,0.31,0.31
1998,"OKLAHOMA CITY, OK","SEATTLE, WA",982,1522,125,181,0.4276,0.4276
1999,"OKLAHOMA CITY, OK","SEATTLE, WA",982,1522,148,166,0.4479,0.4479
2000,"OKLAHOMA CITY, OK","SEATTLE, WA",982,1522,142,182,0.5111,0.5111
1997,"OKLAHOMA CITY, OK","ST. LOUIS, MO",983,462,334,75,0.508,0.508
1998,"OKLAHOMA CITY, OK","ST. LOUIS, MO",983,462,350,74,0.5247,0.5247
1999,"OKLAHOMA CITY, OK","ST. LOUIS, MO",983,462,336,71,0.5393,0.5393
2000,"OKLAHOMA CITY, OK","ST. LOUIS, MO",983,462,316,86,0.5096,0.5096
1997,"OMAHA, NE","ORLANDO, FL",984,1212,307,117,0.2488,0.2488
1998,"OMAHA, NE","ORLANDO, FL",984,1212,324,112,0.2955,0.2955
1999,"OMAHA, NE","ORLANDO, FL",984,1212,257,142,0.3099,0.3099
2000,"OMAHA, NE","ORLANDO, FL",984,1212,270,149,0.2827,0.2827
1997,"OMAHA, NE","PHOENIX, AZ",985,1037,532,116,0.5551,0.5551
1998,"OMAHA, NE","PHOENIX, AZ",985,1037,496,135,0.5437,0.5437
1999,"OMAHA, NE","PHOENIX, AZ",985,1037,581,133,0.5613,0.5613
2000,"OMAHA, NE","PHOENIX, AZ",985,1037,541,138,0.5268,0.5268
1997,"OMAHA, NE","SAN DIEGO, CA",986,1316,130,146,0.3063,0.3063
1998,"OMAHA, NE","SAN DIEGO, CA",986,1316,181,138,0.5111,0.5111
1999,"OMAHA, NE","SAN DIEGO, CA",986,1316,148,156,0.3638,0.3638
2000,"OMAHA, NE","SAN DIEGO, CA",986,1316,159,156,0.3776,0.3776
1997,"OMAHA, NE","SAN FRANCISCO, CA",987,1435,146,165,0.4516,0.4516
1998,"OMAHA, NE","SAN FRANCISCO, CA",987,1435,183,157,0.611,0.611
1999,"OMAHA, NE","SAN FRANCISCO, CA",987,1435,148,175,0.5714,0.5714
2000,"OMAHA, NE","SAN FRANCISCO, CA",987,1435,129,173,0.4527,0.4527
1997,"OMAHA, NE","SEATTLE, WA",988,1370,133,188,0.2977,0.2977
1998,"OMAHA, NE","SEATTLE, WA",988,1370,155,168,0.4573,0.4573
1999,"OMAHA, NE","SEATTLE, WA",988,1370,166,164,0.4853,0.4853
2000,"OMAHA, NE","SEATTLE, WA",988,1370,151,175,0.398,0.398
1997,"OMAHA, NE","ST. LOUIS, MO",989,342,353,67,0.5085,0.5085
1998,"OMAHA, NE","ST. LOUIS, MO",989,342,435,76,0.5505,0.5505
1999,"OMAHA, NE","ST. LOUIS, MO",989,342,434,71,0.5137,0.5137
2000,"OMAHA, NE","ST. LOUIS, MO",989,342,369,82,0.5316,0.5316
1997,"OMAHA, NE","WASHINGTON, DC",990,1013,224,181,0.6422,0.6422
1998,"OMAHA, NE","WASHINGTON, DC",990,1013,242,187,0.6359,0.6359
1999,"OMAHA, NE","WASHINGTON, DC",990,1013,253,189,0.6358,0.6358
2000,"OMAHA, NE","WASHINGTON, DC",990,1013,267,206,0.6353,0.6353
1997,"ONTARIO, CA","PHOENIX, AZ",991,325,1440,58,0.7932,0.7932
1998,"ONTARIO, CA","PHOENIX, AZ",991,325,1493,62,0.8139,0.8139
1999,"ONTARIO, CA","PHOENIX, AZ",991,325,1638,60,0.8046,0.8046
2000,"ONTARIO, CA","PHOENIX, AZ",991,325,1495,68,0.7874,0.7874
1997,"ONTARIO, CA","PORTLAND, OR",992,838,493,115,0.6916,0.6916
1998,"ONTARIO, CA","PORTLAND, OR",992,838,515,121,0.7499,0.7499
1999,"ONTARIO, CA","PORTLAND, OR",992,838,528,123,0.7114,0.7114
2000,"ONTARIO, CA","PORTLAND, OR",992,838,537,132,0.6868,0.6868
1997,"ONTARIO, CA","RENO, NV",993,394,333,68,0.5531,0.5531
1998,"ONTARIO, CA","RENO, NV",993,394,275,87,0.826,0.826
1999,"ONTARIO, CA","RENO, NV",993,394,231,91,0.8694,0.8694
2000,"ONTARIO, CA","RENO, NV",993,394,286,95,0.9101999,0.9101999
1997,"ONTARIO, CA","SACRAMENTO, CA",994,389,1560,61,0.9817,0.9817
1998,"ONTARIO, CA","SACRAMENTO, CA",994,389,1715,70,0.9658999,0.9658999
1999,"ONTARIO, CA","SACRAMENTO, CA",994,389,1737,77,0.9579,0.9579
2000,"ONTARIO, CA","SACRAMENTO, CA",994,389,1891,82,0.9680001,0.9680001
1997,"ONTARIO, CA","SALT LAKE CITY, UT",995,558,426,87,0.765,0.765
1998,"ONTARIO, CA","SALT LAKE CITY, UT",995,558,418,96,0.7311,0.7311
1999,"ONTARIO, CA","SALT LAKE CITY, UT",995,558,375,105,0.7276,0.7276
2000,"ONTARIO, CA","SALT LAKE CITY, UT",995,558,450,100,0.7095,0.7095
1997,"ONTARIO, CA","SAN FRANCISCO, CA",996,363,762,75,0.9679,0.9679
1998,"ONTARIO, CA","SAN FRANCISCO, CA",996,363,664,77,0.9737999,0.9737999
1999,"ONTARIO, CA","SAN FRANCISCO, CA",996,363,609,84,0.9789,0.9789
2000,"ONTARIO, CA","SAN FRANCISCO, CA",996,363,542,96,0.9862,0.9862
1997,"ONTARIO, CA","SAN JOSE, CA",997,333,934,64,0.9877,0.9877
1998,"ONTARIO, CA","SAN JOSE, CA",997,333,958,71,0.9821,0.9821
1999,"ONTARIO, CA","SAN JOSE, CA",997,333,1000,73,0.979,0.979
2000,"ONTARIO, CA","SAN JOSE, CA",997,333,1000,82,0.978,0.978
1997,"ONTARIO, CA","SEATTLE, WA",998,956,758,116,0.7111,0.7111
1998,"ONTARIO, CA","SEATTLE, WA",998,956,721,122,0.7821,0.7821
1999,"ONTARIO, CA","SEATTLE, WA",998,956,735,128,0.7416,0.7416
2000,"ONTARIO, CA","SEATTLE, WA",998,956,776,139,0.7178,0.7178
1997,"ONTARIO, CA","ST. LOUIS, MO",999,1549,170,183,0.4869,0.4869
1998,"ONTARIO, CA","ST. LOUIS, MO",999,1549,171,208,0.4835,0.4835
1999,"ONTARIO, CA","ST. LOUIS, MO",999,1549,184,195,0.4523,0.4523
2000,"ONTARIO, CA","ST. LOUIS, MO",999,1549,198,197,0.4797,0.4797
1997,"ORLANDO, FL","PHILADELPHIA, PA",1000,861,1704,129,0.8426999,0.8426999
